title,url,rating,price,availability,price usd
Until Friday Night (The Field Party #1),until-friday-night-the-field-party-1_775/index.html,two,46.31,instock,40.44
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,two,45.95,instock,40.13
Twenty Yawns,twenty-yawns_773/index.html,two,22.08,instock,19.28
Through the Woods,through-the-woods_772/index.html,two,25.38,instock,22.16
This Is Where It Ends,this-is-where-it-ends_771/index.html,two,27.12,instock,23.68
The Year of Magical Thinking,the-year-of-magical-thinking_770/index.html,two,43.04,instock,37.59
The Wright Brothers,the-wright-brothers_769/index.html,four,56.8,instock,49.6
The White Queen (The Cousins' War #1),the-white-queen-the-cousins-war-1_768/index.html,five,25.91,instock,22.63
The Wedding Pact (The O'Malleys #2),the-wedding-pact-the-omalleys-2_767/index.html,three,32.61,instock,28.48
The Time Keeper,the-time-keeper_766/index.html,five,27.88,instock,24.35
The Testament of Mary,the-testament-of-mary_765/index.html,four,52.67,instock,46.0
The Star-Touched Queen,the-star-touched-queen_764/index.html,five,46.02,instock,40.19
The Songs of the Gods,the-songs-of-the-gods_763/index.html,five,44.48,instock,38.84
The Song of Achilles,the-song-of-achilles_762/index.html,five,37.4,instock,32.66
The Rosie Project (Don Tillman #1),the-rosie-project-don-tillman-1_761/index.html,one,54.04,instock,47.19
The Power of Habit: Why We Do What We Do in Life and Business,the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,three,16.88,instock,14.74
The Marriage of Opposites,the-marriage-of-opposites_759/index.html,four,28.08,instock,24.52
The Lucifer Effect: Understanding How Good People Turn Evil,the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,one,10.4,instock,9.08
The Long Haul (Diary of a Wimpy Kid #9),the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,one,44.07,instock,38.49
The Loney,the-loney_756/index.html,one,23.4,instock,20.43
The Literature Book (Big Ideas Simply Explained),the-literature-book-big-ideas-simply-explained_755/index.html,three,17.43,instock,15.22
The Last Mile (Amos Decker #2),the-last-mile-amos-decker-2_754/index.html,two,54.21,instock,47.34
The Immortal Life of Henrietta Lacks,the-immortal-life-of-henrietta-lacks_753/index.html,two,40.67,instock,35.52
The Hidden Oracle (The Trials of Apollo #1),the-hidden-oracle-the-trials-of-apollo-1_752/index.html,two,52.26,instock,45.64
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,three,28.77,instock,25.12
The Guilty (Will Robie #4),the-guilty-will-robie-4_750/index.html,two,13.82,instock,12.07
The First Hostage (J.B. Collins #2),the-first-hostage-jb-collins-2_749/index.html,three,25.85,instock,22.57
The Dovekeepers,the-dovekeepers_748/index.html,one,48.78,instock,42.6
The Darkest Lie,the-darkest-lie_747/index.html,five,35.35,instock,30.87
The Bane Chronicles (The Bane Chronicles #1-11),the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,four,44.73,instock,39.06
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,one,15.77,instock,13.77
The 14th Colony (Cotton Malone #11),the-14th-colony-cotton-malone-11_744/index.html,one,39.24,instock,34.27
That Darkness (Gardiner and Renner #1),that-darkness-gardiner-and-renner-1_743/index.html,one,13.92,instock,12.16
Tastes Like Fear (DI Marnie Rome #3),tastes-like-fear-di-marnie-rome-3_742/index.html,one,10.69,instock,9.34
Take Me with You,take-me-with-you_741/index.html,three,45.21,instock,39.48
Swell: A Year of Waves,swell-a-year-of-waves_740/index.html,one,45.58,instock,39.8
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,five,11.89,instock,10.38
Still Life with Bread Crumbs,still-life-with-bread-crumbs_738/index.html,three,26.41,instock,23.06
Steve Jobs,steve-jobs_737/index.html,five,39.5,instock,34.49
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,four,44.74,instock,39.07
Someone Like You (The Harrisons #2),someone-like-you-the-harrisons-2_735/index.html,five,52.79,instock,46.1
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,four,35.43,instock,30.94
Shtum,shtum_733/index.html,four,55.84,instock,48.76
See America: A Celebration of Our National Parks & Treasured Sites,see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,three,48.87,instock,42.68
salt.,salt_731/index.html,four,46.78,instock,40.85
Robin War,robin-war_730/index.html,three,47.82,instock,41.76
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,two,25.48,instock,22.25
Rain Fish,rain-fish_728/index.html,three,23.57,instock,20.58
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,five,50.89,instock,44.44
Pet Sematary,pet-sematary_726/index.html,three,10.56,instock,9.22
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,three,52.15,instock,45.54
Once Was a Time,once-was-a-time_724/index.html,two,18.28,instock,15.96
Old School (Diary of a Wimpy Kid #10),old-school-diary-of-a-wimpy-kid-10_723/index.html,five,11.83,instock,10.33
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,two,21.95,instock,19.17
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,two,38.39,instock,33.53
My Name Is Lucy Barton,my-name-is-lucy-barton_720/index.html,one,41.56,instock,36.29
My Mrs. Brown,my-mrs-brown_719/index.html,three,24.48,instock,21.38
My Kind of Crazy,my-kind-of-crazy_718/index.html,one,40.36,instock,35.25
Mr. Mercedes (Bill Hodges Trilogy #1),mr-mercedes-bill-hodges-trilogy-1_717/index.html,one,28.9,instock,25.24
More Than Music (Chasing the Dream #1),more-than-music-chasing-the-dream-1_716/index.html,two,37.61,instock,32.84
Made to Stick: Why Some Ideas Survive and Others Die,made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,five,38.85,instock,33.93
Luis Paints the World,luis-paints-the-world_714/index.html,three,53.95,instock,47.11
Luckiest Girl Alive,luckiest-girl-alive_713/index.html,three,49.83,instock,43.52
Lowriders to the Center of the Earth (Lowriders in Space #2),lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,two,51.51,instock,44.98
Love Is a Mix Tape (Music #1),love-is-a-mix-tape-music-1_711/index.html,one,18.03,instock,15.75
Looking for Lovely: Collecting the Moments that Matter,looking-for-lovely-collecting-the-moments-that-matter_710/index.html,five,29.14,instock,25.45
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,four,46.91,instock,40.97
Let It Out: A Journey Through Journaling,let-it-out-a-journey-through-journaling_708/index.html,five,26.79,instock,23.4
Lady Midnight (The Dark Artifices #1),lady-midnight-the-dark-artifices-1_707/index.html,five,16.28,instock,14.22
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,one,19.55,instock,17.07
Island of Dragons (Unwanteds #7),island-of-dragons-unwanteds-7_705/index.html,one,29.65,instock,25.89
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,four,25.98,instock,22.69
I Am Pilgrim (Pilgrim #1),i-am-pilgrim-pilgrim-1_703/index.html,four,10.6,instock,9.26
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,five,14.75,instock,12.88
"Hush, Hush (Hush, Hush #1)",hush-hush-hush-hush-1_701/index.html,three,47.02,instock,41.06
Hold Your Breath (Search and Rescue #1),hold-your-breath-search-and-rescue-1_700/index.html,one,28.82,instock,25.17
Hamilton: The Revolution,hamilton-the-revolution_699/index.html,three,58.79,instock,51.34
Greek Mythic History,greek-mythic-history_698/index.html,five,10.23,instock,8.93
God: The Most Unpleasant Character in All Fiction,god-the-most-unpleasant-character-in-all-fiction_697/index.html,five,30.03,instock,26.22
Glory over Everything: Beyond The Kitchen House,glory-over-everything-beyond-the-kitchen-house_696/index.html,three,45.84,instock,40.03
Feathers: Displays of Brilliant Plumage,feathers-displays-of-brilliant-plumage_695/index.html,three,49.05,instock,42.83
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,four,15.06,instock,13.15
Every Last Word,every-last-word_693/index.html,three,46.47,instock,40.58
Eligible (The Austen Project #4),eligible-the-austen-project-4_692/index.html,three,27.09,instock,23.66
El Deafo,el-deafo_691/index.html,five,57.62,instock,50.32
Eight Hundred Grapes,eight-hundred-grapes_690/index.html,four,14.39,instock,12.57
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,five,51.75,instock,45.19
"Eat Fat, Get Thin",eat-fat-get-thin_688/index.html,two,54.07,instock,47.22
Don't Get Caught,dont-get-caught_687/index.html,one,55.35,instock,48.34
Doctor Sleep (The Shining #2),doctor-sleep-the-shining-2_686/index.html,two,40.12,instock,35.04
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,five,37.51,instock,32.76
Dear Mr. Knightley,dear-mr-knightley_684/index.html,five,11.21,instock,9.79
Daily Fantasy Sports,daily-fantasy-sports_683/index.html,one,36.58,instock,31.94
Crazy Love: Overwhelmed by a Relentless God,crazy-love-overwhelmed-by-a-relentless-god_682/index.html,two,47.72,instock,41.67
Cometh the Hour (The Clifton Chronicles #6),cometh-the-hour-the-clifton-chronicles-6_681/index.html,three,25.01,instock,21.84
Code Name Verity (Code Name Verity #1),code-name-verity-code-name-verity-1_680/index.html,four,22.13,instock,19.33
Clockwork Angel (The Infernal Devices #1),clockwork-angel-the-infernal-devices-1_679/index.html,one,44.14,instock,38.55
City of Glass (The Mortal Instruments #3),city-of-glass-the-mortal-instruments-3_678/index.html,four,56.02,instock,48.92
City of Fallen Angels (The Mortal Instruments #4),city-of-fallen-angels-the-mortal-instruments-4_677/index.html,four,11.23,instock,9.81
City of Bones (The Mortal Instruments #1),city-of-bones-the-mortal-instruments-1_676/index.html,one,43.28,instock,37.8
City of Ashes (The Mortal Instruments #2),city-of-ashes-the-mortal-instruments-2_675/index.html,one,47.27,instock,41.28
Cell,cell_674/index.html,four,20.29,instock,17.72
Catching Jordan (Hundred Oaks),catching-jordan-hundred-oaks_673/index.html,three,50.83,instock,44.39
"Carry On, Warrior: Thoughts on Life Unarmed",carry-on-warrior-thoughts-on-life-unarmed_672/index.html,three,31.85,instock,27.81
Carrie,carrie_671/index.html,two,46.23,instock,40.37
Buying In: The Secret Dialogue Between What We Buy and Who We Are,buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,four,37.8,instock,33.01
Brain on Fire: My Month of Madness,brain-on-fire-my-month-of-madness_669/index.html,five,49.32,instock,43.07
Batman: Europa,batman-europa_668/index.html,two,32.01,instock,27.95
Barefoot Contessa Back to Basics,barefoot-contessa-back-to-basics_667/index.html,one,28.01,instock,24.46
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,five,50.62,instock,44.21
Balloon Animals,balloon-animals_665/index.html,three,17.03,instock,14.87
Art Ops Vol. 1,art-ops-vol-1_664/index.html,three,48.8,instock,42.62
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,four,58.14,instock,50.77
Angels Walking (Angels Walking #1),angels-walking-angels-walking-1_662/index.html,two,34.2,instock,29.87
Angels & Demons (Robert Langdon #1),angels-demons-robert-langdon-1_661/index.html,three,51.48,instock,44.96
All the Light We Cannot See,all-the-light-we-cannot-see_660/index.html,five,29.87,instock,26.09
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,two,10.9,instock,9.52
Abstract City,abstract-city_658/index.html,five,56.37,instock,49.23
A Time of Torment (Charlie Parker #14),a-time-of-torment-charlie-parker-14_657/index.html,five,48.35,instock,42.22
A Study in Scarlet (Sherlock Holmes #1),a-study-in-scarlet-sherlock-holmes-1_656/index.html,two,16.73,instock,14.61
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,two,56.48,instock,49.32
A People's History of the United States,a-peoples-history-of-the-united-states_654/index.html,two,40.79,instock,35.62
A Man Called Ove,a-man-called-ove_653/index.html,one,39.72,instock,34.69
A Distant Mirror: The Calamitous 14th Century,a-distant-mirror-the-calamitous-14th-century_652/index.html,three,14.58,instock,12.73
A Brush of Wings (Angels Walking #3),a-brush-of-wings-angels-walking-3_651/index.html,one,55.51,instock,48.48
1491: New Revelations of the Americas Before Columbus,1491-new-revelations-of-the-americas-before-columbus_650/index.html,three,21.8,instock,19.04
"The Three Searches, Meaning, and the Story",the-three-searches-meaning-and-the-story_649/index.html,three,13.33,instock,11.64
Searching for Meaning in Gailana,searching-for-meaning-in-gailana_648/index.html,one,38.73,instock,33.82
Rook,rook_647/index.html,four,37.86,instock,33.06
My Kitchen Year: 136 Recipes That Saved My Life,my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,two,11.53,instock,10.07
13 Hours: The Inside Account of What Really Happened In Benghazi,13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,one,27.06,instock,23.63
Will You Won't You Want Me?,will-you-wont-you-want-me_644/index.html,three,13.86,instock,12.1
Tipping Point for Planet Earth: How Close Are We to the Edge?,tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,one,37.55,instock,32.79
The Star-Touched Queen,the-star-touched-queen_642/index.html,five,32.3,instock,28.21
The Silent Sister (Riley MacPherson #1),the-silent-sister-riley-macpherson-1_641/index.html,five,46.29,instock,40.42
The Midnight Watch: A Novel of the Titanic and the Californian,the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,one,26.2,instock,22.88
The Lonely City: Adventures in the Art of Being Alone,the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,two,33.26,instock,29.05
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,four,59.15,instock,51.65
The Golden Condom: And Other Essays on Love Lost and Found,the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,one,39.43,instock,34.43
The Epidemic (The Program 0.6),the-epidemic-the-program-06_636/index.html,five,14.44,instock,12.61
The Dinner Party,the-dinner-party_635/index.html,two,56.54,instock,49.38
The Diary of a Young Girl,the-diary-of-a-young-girl_634/index.html,three,59.9,instock,52.31
The Children,the-children_633/index.html,three,11.88,instock,10.37
Stars Above (The Lunar Chronicles #4.5),stars-above-the-lunar-chronicles-45_632/index.html,two,48.05,instock,41.96
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,three,21.21,instock,18.52
Raspberry Pi Electronics Projects for the Evil Genius,raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,four,49.67,instock,43.38
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,one,43.14,instock,37.67
Psycho: Sanitarium (Psycho #1.5),psycho-sanitarium-psycho-15_628/index.html,five,36.97,instock,32.29
Poisonous (Max Revere Novels #3),poisonous-max-revere-novels-3_627/index.html,three,26.8,instock,23.4
One with You (Crossfire #5),one-with-you-crossfire-5_626/index.html,four,15.71,instock,13.72
No Love Allowed (Dodge Cove #1),no-love-allowed-dodge-cove-1_625/index.html,four,54.65,instock,47.73
Murder at the 42nd Street Library (Raymond Ambler #1),murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,four,54.36,instock,47.47
Most Wanted,most-wanted_623/index.html,three,35.28,instock,30.81
"Love, Lies and Spies",love-lies-and-spies_622/index.html,two,20.55,instock,17.95
How to Speak Golf: An Illustrated Guide to Links Lingo,how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,five,58.32,instock,50.93
Hide Away (Eve Duncan #20),hide-away-eve-duncan-20_620/index.html,one,11.84,instock,10.34
Furiously Happy: A Funny Book About Horrible Things,furiously-happy-a-funny-book-about-horrible-things_619/index.html,four,41.46,instock,36.21
Everyday Italian: 125 Simple and Delicious Recipes,everyday-italian-125-simple-and-delicious-recipes_618/index.html,five,20.1,instock,17.55
Equal Is Unfair: America's Misguided Fight Against Income Inequality,equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,one,56.86,instock,49.66
Eleanor & Park,eleanor-park_616/index.html,five,56.51,instock,49.35
Dirty (Dive Bar #1),dirty-dive-bar-1_615/index.html,four,40.83,instock,35.66
Can You Keep a Secret? (Fear Street Relaunch #4),can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,one,48.64,instock,42.48
Boar Island (Anna Pigeon #19),boar-island-anna-pigeon-19_613/index.html,three,59.48,instock,51.94
A Paris Apartment,a-paris-apartment_612/index.html,four,39.01,instock,34.07
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,one,38.77,instock,33.86
Troublemaker: Surviving Hollywood and Scientology,troublemaker-surviving-hollywood-and-scientology_610/index.html,two,48.39,instock,42.26
The Widow,the-widow_609/index.html,two,27.26,instock,23.81
"The Sleep Revolution: Transforming Your Life, One Night at a Time",the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,four,11.68,instock,10.2
The Improbability of Love,the-improbability-of-love_607/index.html,one,59.45,instock,51.92
The Art of Startup Fundraising,the-art-of-startup-fundraising_606/index.html,three,21.0,instock,18.34
Take Me Home Tonight (Rock Star Romance #3),take-me-home-tonight-rock-star-romance-3_605/index.html,three,53.98,instock,47.14
Sleeping Giants (Themis Files #1),sleeping-giants-themis-files-1_604/index.html,one,48.74,instock,42.56
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,two,21.15,instock,18.47
Playing with Fire,playing-with-fire_602/index.html,three,13.71,instock,11.97
Off the Hook (Fishing for Trouble #1),off-the-hook-fishing-for-trouble-1_601/index.html,three,47.67,instock,41.63
Mothering Sunday,mothering-sunday_600/index.html,two,13.34,instock,11.65
"Mother, Can You Not?",mother-can-you-not_599/index.html,five,16.89,instock,14.75
M Train,m-train_598/index.html,one,27.18,instock,23.74
Lilac Girls,lilac-girls_597/index.html,two,17.28,instock,15.09
Lies and Other Acts of Love,lies-and-other-acts-of-love_596/index.html,one,45.14,instock,39.42
Lab Girl,lab-girl_595/index.html,one,40.85,instock,35.67
Keep Me Posted,keep-me-posted_594/index.html,four,20.46,instock,17.87
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,three,56.27,instock,49.14
Grey (Fifty Shades #4),grey-fifty-shades-4_592/index.html,four,48.49,instock,42.35
"Exit, Pursued by a Bear",exit-pursued-by-a-bear_591/index.html,four,51.34,instock,44.83
Daredevils,daredevils_590/index.html,three,16.34,instock,14.27
Cravings: Recipes for What You Want to Eat,cravings-recipes-for-what-you-want-to-eat_589/index.html,three,20.5,instock,17.9
Born for This: How to Find the Work You Were Meant to Do,born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,five,21.59,instock,18.85
Arena,arena_587/index.html,four,21.36,instock,18.65
Adultery,adultery_586/index.html,five,20.88,instock,18.23
A Mother's Reckoning: Living in the Aftermath of Tragedy,a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,three,19.53,instock,17.06
A Gentleman's Position (Society of Gentlemen #3),a-gentlemans-position-society-of-gentlemen-3_584/index.html,five,14.75,instock,12.88
11/22/63,112263_583/index.html,three,48.48,instock,42.34
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,two,24.57,instock,21.46
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,five,49.71,instock,43.41
Without Shame,without-shame_580/index.html,five,48.27,instock,42.15
Watchmen,watchmen_579/index.html,four,58.05,instock,50.69
Unlimited Intuition Now,unlimited-intuition-now_578/index.html,four,58.87,instock,51.41
Underlying Notes,underlying-notes_577/index.html,two,11.82,instock,10.32
The Shack,the-shack_576/index.html,one,28.03,instock,24.48
The New Brand You: Your New Image Makes the Sale for You,the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,five,44.05,instock,38.47
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,four,12.34,instock,10.78
The Flowers Lied,the-flowers-lied_573/index.html,two,16.68,instock,14.57
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,one,55.91,instock,48.83
The Book of Mormon,the-book-of-mormon_571/index.html,three,24.57,instock,21.46
The Art and Science of Low Carbohydrate Living,the-art-and-science-of-low-carbohydrate-living_570/index.html,five,52.98,instock,46.27
The Alien Club,the-alien-club_569/index.html,one,54.4,instock,47.51
Suzie Snowflake: One beautiful flake (a self-esteem story),suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,five,54.81,instock,47.86
Nap-a-Roo,nap-a-roo_567/index.html,one,25.08,instock,21.9
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,four,10.41,instock,9.09
Modern Day Fables,modern-day-fables_565/index.html,two,47.44,instock,41.43
If I Gave You God's Phone Number....: Searching for Spirituality in America,if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,one,20.91,instock,18.26
"Fruits Basket, Vol. 9 (Fruits Basket #9)",fruits-basket-vol-9-fruits-basket-9_563/index.html,four,33.95,instock,29.65
Dress Your Family in Corduroy and Denim,dress-your-family-in-corduroy-and-denim_562/index.html,three,43.68,instock,38.15
Don't Forget Steven,dont-forget-steven_561/index.html,one,33.23,instock,29.02
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,two,35.92,instock,31.37
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,four,48.63,instock,42.47
A Shard of Ice (The Black Symphony Saga #1),a-shard-of-ice-the-black-symphony-saga-1_558/index.html,three,56.63,instock,49.45
A Hero's Curse (The Unseen Chronicles #1),a-heros-curse-the-unseen-chronicles-1_557/index.html,three,50.49,instock,44.09
23 Degrees South: A Tropical Tale of Changing Whether...,23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,two,35.79,instock,31.25
"Zero to One: Notes on Startups, or How to Build the Future",zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,three,34.06,instock,29.74
Why Not Me?,why-not-me_554/index.html,one,17.76,instock,15.51
When Breath Becomes Air,when-breath-becomes-air_553/index.html,two,39.36,instock,34.37
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,two,36.94,instock,32.26
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,five,43.62,instock,38.09
The New Drawing on the Right Side of the Brain,the-new-drawing-on-the-right-side-of-the-brain_550/index.html,three,43.02,instock,37.57
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,four,28.45,instock,24.84
The Martian (The Martian #1),the-martian-the-martian-1_548/index.html,two,41.39,instock,36.15
The High Mountains of Portugal,the-high-mountains-of-portugal_547/index.html,one,51.15,instock,44.67
The Grownup,the-grownup_546/index.html,one,35.88,instock,31.33
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,one,36.91,instock,32.23
South of Sunshine,south-of-sunshine_544/index.html,one,28.93,instock,25.26
Smarter Faster Better: The Secrets of Being Productive in Life and Business,smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,five,38.89,instock,33.96
Silence in the Dark (Logan Point #4),silence-in-the-dark-logan-point-4_542/index.html,three,58.33,instock,50.94
Shadows of the Past (Logan Point #1),shadows-of-the-past-logan-point-1_541/index.html,five,39.67,instock,34.64
Roller Girl,roller-girl_540/index.html,five,14.1,instock,12.31
Rising Strong,rising-strong_539/index.html,three,21.82,instock,19.06
Proofs of God: Classical Arguments from Tertullian to Barth,proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,one,54.21,instock,47.34
Please Kill Me: The Uncensored Oral History of Punk,please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,four,31.19,instock,27.24
Out of Print: City Lights Spotlight No. 14,out-of-print-city-lights-spotlight-no-14_536/index.html,five,53.64,instock,46.84
My Life Next Door (My Life Next Door ),my-life-next-door-my-life-next-door_535/index.html,five,36.39,instock,31.78
Miller's Valley,millers-valley_534/index.html,two,58.54,instock,51.12
Man's Search for Meaning,mans-search-for-meaning_533/index.html,three,29.48,instock,25.74
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,two,25.06,instock,21.88
